len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,218,22,1159,-1,http://www.teashop.net/,0
60,8,1,0,17,3,30,5,3,0,9,5.2,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.logindqxc.usa.cc/account/app/svc/login.html...,1
29,2,0,0,16,2,13,3,2,0,5,3.666666667,7,6.5,0,0,0,0,0,0,0,0,175,5,199,-1,http://www.jhs82.com/images/dropbox/,1
66,6,0,0,15,2,26,3,2,0,19,8,7,6,0,9,1,0,16,1,9,0,-1,-1,-1,-1,http://firstclasstransfers.com.au/trade/alibaba/index.php?email=abuse@...,1
40,3,0,0,17,2,23,4,2,0,6,5,9,7,0,0,0,0,0,0,0,0,259,77,353,94089,http://sports.groups.yahoo.com/group/nzcricket/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,106,2,263,-1,http://www.ahmedabadmirror.com/,0
66,7,0,0,26,2,20,4,2,0,9,4.25,16,11.5,0,20,4,1,0,0,0,0,-1,-1,-1,-1,http://www.indusmack.com.br/Service/ID-2036584618311/Clients.Impot-Gou...,1
19,2,0,0,9,1,10,3,1,0,3,2.666666667,7,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.uwo.ca/olympic/,0
22,2,0,0,6,1,16,3,1,0,9,4.666666667,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://tulsagrad.ou.edu/csdc/,0
61,10,0,0,6,1,43,7,1,0,15,5.285714286,4,4,0,12,4,0,0,0,0,0,55,5,211,-1,http://usaa.com.inet.ent.logon.intersurfcables.com/Usaa/index.php...,1
66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/971dbee6acffa1e929add4...,1
64,4,0,0,19,1,10,2,1,0,6,4.5,17,17,0,35,3,0,0,0,0,0,41,79,325,4218,http://kacose.com/davisconstruction/367a41db37afb01f509e387d8c7c36d2...,1
66,5,0,0,8,2,19,3,2,0,12,5.666666667,3,2.5,0,39,3,0,0,0,0,0,-1,-1,-1,-1,http://cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjnaj3r...,1
66,4,0,0,50,4,13,2,4,0,9,6,15,11.25,0,3,3,0,0,0,0,0,78,51,601,-1,http://vdmglobal.com/PDFs/BESTHOTBOKKzz!!/BESTHOTBOKK/hottieGoogledoc/...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,269,7,164,10011,http://www.penton.com/,0
66,5,1,0,31,2,11,2,2,0,7,5,18,14,0,10,1,0,14,2,0,0,13,-1,21,97023,http://cosureb.com/wp-content/g8634d010eacf55520/index2.php?login&amp;...,1
26,2,0,1,1,0,25,3,0,0,16,7.666666667,0,0,0,0,0,0,0,0,0,0,169,11,37,-1,http://cxzv260ad-system.16mb.com/,1
34,1,0,0,19,3,15,2,3,0,11,7,5,5,0,0,0,0,0,0,0,0,17,7,136,-1,http://almomahidin.net/bleed/Zone1/Zone1/,1
21,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,6,0,0,0,0,0,0,4,8,121,-1,http://amerikondo.biz/comdor,1
35,3,1,0,11,2,14,3,2,0,7,4,4,4,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://wkgroup.com.ua/logs/cool/Login.html,1
41,3,0,0,8,1,21,3,1,0,9,6.333333333,6,6,0,12,1,0,0,0,0,0,246,6,970,-1,http://mathworld.wolfram.com/topics/History.html,0
66,5,0,0,14,2,19,3,2,0,8,5.666666667,7,5.5,0,33,3,0,0,0,0,0,-1,-1,-1,-1,http://people.virginia.edu/~rlr5aa/inet/aHR0cHM6Ly93d3cudG9vbHM0bm9vYn...,1
38,2,0,1,20,3,18,3,3,0,11,5.333333333,10,5.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.tu-chemnitz.de/informatik/RA/cchp/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,233,55,1818,-1,http://www.boppy.com/,0
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,227,13,110,-1,http://www.americanprohaircare.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,216,12,1475,-1,http://www.grapevinewreath.com/,0
66,5,0,2,9,1,37,3,1,0,26,11.66666667,7,7,0,20,3,0,0,0,0,0,19,5,576,98083,http://service-paypal-information.sweddy.com/SERVICE/bgh3weso4uifn36as...,1
33,2,1,0,4,1,20,2,1,0,16,9.5,2,2,0,9,1,0,0,0,0,0,43,5,452,4218,http://accenttechnosoft.com/22/Login.htm,1
20,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,http://mundoseco.com.br/tec,1
31,3,0,1,1,0,30,4,0,0,20,6.75,0,0,0,0,0,0,0,0,0,0,105,15,305,-1,http://www.manchesterunited-mad.co.uk/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,192,12,3,-1,http://www.kremlinencrypt.com/,0
9,1,0,1,1,0,7,2,0,0,4,3,0,0,0,1,0,0,0,0,0,0,14,10,-1,-1,http://m-ft.ru/2,1
27,2,0,0,9,1,18,3,1,0,10,5.333333333,7,7,0,0,0,0,0,0,0,0,31,5,201,4218,http://www.lipoblack6.com/dropbox/,1
48,6,0,3,1,0,35,3,0,0,25,11,0,0,0,12,4,0,0,0,0,0,35,1,347,-1,http://service-pages-images-2016.fulba.com/index.htm...,1
46,6,1,0,5,1,28,3,1,0,21,8.666666667,3,3,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://rockdaledrivingschool.com.au/BOA/Signin.htm...,1
24,2,0,0,4,1,8,2,1,0,5,3.5,2,2,0,12,1,0,0,0,0,0,-1,22,-1,-1,http://nemik.mx/js/usaaweb2.php,1
30,3,0,0,12,2,18,4,2,0,5,3.75,5,4.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.math.wayne.edu/~rrb/cohom/,0
32,2,0,0,10,1,10,2,1,0,7,4.5,8,8,0,12,1,0,0,0,0,0,-1,-1,-1,-1,http://aeraria.cl/DoroWebo/ourtime.html,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,207,9,117,94588,http://www.compilerconnection.com/,0
22,3,0,0,1,0,21,4,0,0,10,4.5,0,0,0,0,0,0,0,0,0,0,194,10,96,-1,http://www.theportico.org.uk/,0
66,4,0,0,22,3,23,2,3,0,19,11,6,6,0,21,3,0,0,0,0,0,24,36,740,-1,http://everydayhomecarellc.com/public/images/abonne/194497a1fd6be8408a...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,288,84,467,-1,http://www.polaris.com/,0
62,8,0,0,37,5,11,3,5,0,4,3,10,6.2,0,14,4,0,0,0,0,0,18,6,563,-1,http://www.osot.pl/php/css/alert/amazon.com/amazon.com/detalis.php...,1
66,6,0,0,13,2,21,2,2,0,18,10,6,5,0,9,1,0,23,2,5,0,-1,-1,-1,-1,http://integraconsultores.cl/images/chig/cameo.php?nin1.0&amp;rpsnv=12...,1
15,2,0,0,1,0,14,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,252,24,150,95125,http://music.ebay.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,136,8,110,-1,http://www.bangaloremirror.com/,0
47,6,0,0,30,3,14,4,3,1,3,2.75,11,8.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://192.254.190.13/~fakecucu/bancas/Personals__/...,1
66,5,0,0,39,2,24,3,2,0,16,7.333333333,32,18,0,3,3,0,0,0,0,0,2,10,14,14507,http://www.googledriveshare.com/BoFa/e535074b4893bc70dfbccec5857c2ee4/...,1
21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,212,28,725,77027,http://lulingcitymarket.com/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,200,28,1371,45434,http://www.efluids.com/,0
56,5,0,0,33,4,13,2,4,0,9,6,10,7,0,10,4,0,0,0,0,0,45,3,260,187553,http://taylortea.com/wp-content/plugins/akismet/cehe/sis.htm...,1
24,2,0,0,1,0,23,3,0,0,12,7,0,0,0,0,0,0,0,0,0,0,262,1,269,-1,http://ranjanviolin.tripod.com/,0
27,2,1,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,191,109,335,-1,http://www.luckyclovertrading.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,161,4,256,-1,http://www.roboticstrends.com/,0
16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,175,5,207,-1,http://bigskycandy.com/,0
26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,3,9,3,0,http://www.fasonery.net/office15/,1
27,1,0,0,7,1,13,2,1,0,9,6,5,5,0,7,0,0,0,0,0,0,29,7,143,2400153,http://mprmoldes.com/cache/dropbox,1
20,3,0,0,1,0,19,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.mingshun.com.tw/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,174,18,392,-1,http://www.sanmarcocoffee.com/,0
63,6,0,0,41,2,19,4,2,0,8,4,32,19,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://122.175.46.128:8081/iTunes/cff55ff958a9a24477d2c227854fac7b/...,1
66,7,1,0,7,2,20,4,2,0,8,4.25,2,2,0,9,1,0,30,2,12,2,-1,-1,-1,-1,http://mail.bertovic.com.au/id/uk/index.php?itunes=_connect-run&secure...,1
66,5,0,0,21,3,14,3,3,0,7,4,7,5.666666667,0,31,3,0,0,0,0,0,-1,5,-1,3800001,http://www.oxyflow.in/admin/image/gallery/3690111131a9833a7390e0bfea66...,1
51,3,0,0,19,2,16,3,2,0,7,4.666666667,9,8,0,16,1,1,0,0,0,0,-1,-1,-1,-1,http://science.nasa.gov/newhome/headlines/ast28may99_1.htm,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,213,14,288,-1,http://www.careerprousa.com/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,172,56,116,-1,http://www.adventuresincoffee.com/,0
26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,230,10,80,-1,http://www.servenet.com/shoptalk/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,93,3,277,80112,http://www.explorebeef.org/,0
66,4,0,0,14,2,17,2,2,0,13,8,7,5.5,0,35,3,0,0,0,0,0,5,55,166,-1,http://cultivatehair.com/sitemap/sodj/aa70426b1cc574952b3ea22f7cc38982...,1
66,7,0,0,26,2,23,4,2,0,12,5,13,11.5,0,17,4,0,0,0,0,0,-1,-1,-1,-1,http://www.basebusiness.com.br/administrator/components/mywellsfargo.c...,1
56,5,0,0,34,5,19,3,5,0,11,5.666666667,10,5.6,0,3,3,0,0,0,0,0,61,11,41,431,http://www.brokeragelv.com/wp-content/uploads/2012/03/Zone1/...,1
27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imxsl.usa.cc/,1
43,5,1,0,26,4,14,2,4,0,10,6.5,8,5.25,0,3,3,0,0,0,0,0,19,5,209,-1,http://fileforyou.net/kay/www.usaa/usaa/update/...,1
66,5,0,0,34,1,25,3,1,0,14,7.666666667,32,32,0,7,3,0,0,0,0,0,2,10,73,-1,http://recont.sovancobellara.com/2fbf9bb1a599c1ef10077e07e7ad5492/438f...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,224,4,19,-1,http://www.linenhall.com/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,203,4,270,-1,http://www.techtarget.com/,0
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,164,16,246,-1,http://awriteresume.com/,0
60,6,0,0,7,1,38,3,1,0,20,12,5,5,0,15,4,0,0,0,0,0,137,19,193,-1,https://bbrasilclientescadas.websiteseguro.com/segbb/loading.html...,1
66,7,0,1,20,3,14,2,3,0,10,6.5,8,5.333333333,0,15,2,0,17,1,9,0,41,7,151,64202,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
31,2,0,0,13,1,18,3,1,0,9,5.333333333,11,11,0,0,0,0,0,0,0,0,266,10,73,30309,http://home.earthlink.net/~jenniewebb/,0
16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://sezindia.nic.in/,0
52,4,0,0,10,1,16,4,1,0,5,3.25,8,8,0,26,1,1,0,0,0,0,-1,-1,-1,-1,http://staff.spd.dcu.ie/johnbcos/transcendental_numbers.htm,0
34,2,0,0,5,1,20,2,1,0,16,9.5,3,3,0,9,1,0,0,0,0,0,59,13,323,-1,http://gallerialaurenzo.com/bin/adobe.htm,1
16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://bamma111.hol.es/,1
25,2,0,0,11,1,14,3,1,0,6,4,9,9,0,0,0,0,0,0,0,0,12,12,10,1681745868,http://www.cncsaz.com/documents/,1
28,2,0,0,1,0,19,2,0,0,15,9,0,0,0,8,1,0,0,0,0,0,71,1,302,0,http://caringlylowcarb.com/aol.html,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,219,9,3032,21046,http://www.daedalusbooks.com/,0
66,5,0,0,37,2,23,3,2,0,15,7,32,17,0,6,3,0,0,0,0,0,43,5,176,-1,http://www.styleagogotruck.com/pp/988f202e5667413e7d41e057185070c0/ind...,1
46,5,0,0,18,2,25,3,2,0,13,7.666666667,10,7.5,0,3,3,0,0,0,0,0,27,21,91,-1,http://courses.agilecatalyst.com/wells/a16a31bf7b/...,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,236,52,389,30506,http://www.bluemountaincoffee.com/,0
28,4,0,0,1,0,27,5,0,0,12,4.6,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://www.dpg.bharatsarkar.nic.in/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,192,12,16,-1,http://www.nativeamericanjobs.com/,0
64,5,0,0,43,3,18,3,3,0,10,5.333333333,32,13,0,3,3,0,0,0,0,0,15,9,76,-1,http://www.hamzadates.com/new/sess/0841daccd5fc33e87c2c291eb38ee88e/...,1
17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,13,11,53,-1,http://www.moviem.co.uk/,0
49,5,1,0,31,4,15,3,4,0,5,4.333333333,7,6.5,0,3,3,0,0,0,0,0,53,7,526,20815,http://libra.glowi.net/finance/NewUser/Login/sign-in/...,1
35,1,0,2,12,1,23,2,1,0,18,11,10,10,0,0,0,0,0,0,0,0,4,8,63,85260,http://appstore-thank-you.info/slotomania/,1
63,5,0,0,43,2,17,3,2,0,9,5,32,20,0,3,3,0,0,0,0,0,105,3,286,-1,http://www.ippnstaff.com/document/f6c79e84aa0bf79e9d79210a9f53ac5e/...,1
14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,2,-1,430454,http://www.tvinfo.in/,0
18,3,0,0,1,0,17,4,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.redeye.com.au/,0
21,1,0,0,5,1,10,2,1,0,7,4.5,3,3,0,6,0,0,0,0,0,0,-1,1,-1,422003,http://mekisan.in/web/online,1
66,6,1,0,40,5,17,3,5,0,11,5,8,6.8,0,9,4,0,0,0,0,0,54,18,210,-1,http://askmeonline.co.uk/auth/redirect/redirect/security/update/index....,1
55,4,0,0,6,1,14,2,1,0,10,6.5,4,4,0,35,3,0,0,0,0,0,111,9,91,97201,http://gowebtools.com/bobs/5c112fb66892521da01965bc83b93258...,1
57,4,0,0,41,2,13,2,2,0,9,6,32,19,0,3,3,0,0,0,0,0,88,7,150,-1,http://aheadteam.com/salawe/246df2bfd4b9e94ecb042b858035a135/...,1
27,4,0,0,1,0,16,4,0,0,5,3.25,0,0,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://plato.la.asu.edu/guide.html,0
55,4,0,0,28,5,24,2,5,0,20,11.5,5,4.4,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://evergreencorporation.org/image/done/auth/view/share/...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.iranpolicy.org/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,227,25,35,-1,http://www.melitta.com/,0
49,6,0,0,25,2,21,3,2,0,13,6.333333333,15,11,0,3,3,0,0,0,0,0,4,32,48,-1,http://www.nukeusergroup.org/huoxiaodong.org/newdocs/...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,75,9,118,98847,http://www.thebubblery.com/,0
29,3,0,0,1,0,17,3,0,0,10,5,0,0,0,11,1,0,0,0,0,0,-1,6,-1,-1,http://www.studiosoft.it/Jewelry.htm,0
66,5,0,0,42,3,11,3,3,0,5,3,32,12.66666667,0,0,0,0,13,2,3,0,-1,-1,-1,-1,http://sla9f.co.vu/fg6sb6d605e453a071eb3760d28f52dc/fcba/en/?i=206&amp...,1
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
30,3,0,0,14,3,16,4,3,0,4,3.25,8,3.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.math.umn.edu/~garrett/m/v/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,169,11,50,95828,http://www.fatcatscones.com/,0
21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,182,34,888,-1,http://hawaiianbathbody.com/,0
27,2,0,0,11,1,16,3,1,0,8,4.666666667,9,9,0,0,0,0,0,0,0,0,3,9,3,0,http://www.fasonery.net/machine17/,1
38,4,0,0,9,1,18,4,1,0,7,3.75,7,7,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://s2ie.unsyiah.ac.id/ourtime/ourtime.htm,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,135,9,881,-1,http://www.databaseolympics.com/,0
38,3,0,0,12,3,26,4,3,0,15,5.75,3,2.666666667,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.hungariancentre.org.au/oim/mgs/es/,1
43,5,0,0,18,2,13,2,2,0,9,6,11,7.5,0,12,4,0,0,0,0,0,9,3,225,4218,http://muzikkoyu.net/dropbox2016/Home/index.php...,1
24,2,0,0,7,1,17,3,1,0,9,5,5,5,0,0,0,0,0,0,0,0,211,5,1660,-1,http://www.ghfordtea.com/store/,0
34,3,0,1,1,0,33,4,0,0,16,7.5,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://www.softpower-madhur.blogspot.com/,0
66,6,1,0,4,1,16,3,1,0,8,4.666666667,2,2,0,12,1,0,0,0,0,0,2,10,70,-1,http://www.witiyeme.com/tr/confirm.html??cmd=step2&amp;Dispatch=rt6918...,1
19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,205,11,15,-1,http://www.iacm-india.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.landrover.com/,0
34,4,0,0,1,0,33,5,0,0,13,5.8,0,0,0,0,0,0,0,0,0,0,134,10,433,-1,http://www.liverpool.vitalfootball.co.uk/,0
36,4,0,0,8,1,19,4,1,0,8,4,6,6,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://122.175.46.128:8081/iTunes/index.php,1
26,2,0,0,7,1,19,3,1,0,11,5.666666667,5,5,0,0,0,0,0,0,0,0,183,105,450,921501610,http://www.leekillough.com/heaps/,0
50,5,0,0,13,2,18,2,2,0,14,8.5,8,5,0,19,4,0,0,0,0,0,33,3,262,-1,http://theplantgrower.com/download/11/EnterYourPIN.htm...,1
66,6,1,0,12,2,29,4,2,0,18,6.5,6,4.5,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.modafemininabrasil.com.br/can/update/8b6f9ca415170cbd159ddd...,1
26,3,0,0,4,1,12,3,1,0,4,3.333333333,2,2,0,10,1,0,0,0,0,0,217,35,978,-1,http://www.quia.com/jg/65626.html,0
41,3,0,0,21,3,13,3,3,0,5,3.666666667,6,5.666666667,0,7,1,0,0,0,0,0,257,7,487,-1,http://www.inwap.com/pdp10/hbaker/hakmem/cf.html,0
66,5,0,5,0,0,66,2,0,0,31,30.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://256163-deu-prob-angabe-nachweis.sicherheitssystem-hilfeservice....,1
20,2,0,0,8,1,12,3,1,0,4,3.333333333,6,6,0,0,0,0,0,0,0,0,227,1,334,94404,http://www.devx.com/dbzone/,0
14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.perchs.dk/,0
29,2,0,0,12,2,17,3,2,0,9,5,6,4.5,0,0,0,0,0,0,0,0,13,11,30,22290000,http://www.sospvidas.org/doc/Gdoccc/,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,136,8,138,-1,http://www.mumbaimirror.com/,0
66,5,0,0,38,2,21,3,2,0,14,6.333333333,32,17.5,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://dutycosmeticos.com.br/www/c37d1338de9bd133e495eeb1c05d3e24/upda...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,210,6,83,-1,http://www.eventtickets.net/,0
19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,18,-1,382010,http://dst.gujarat.gov.in/,0
57,5,0,0,11,1,11,2,1,0,8,5,9,9,0,35,4,0,0,0,0,0,-1,9,-1,-1,http://relaxbed.in/documents/vr1Up000wejhuweUSDYAH00MAIL.html...,1
43,6,0,3,1,0,29,3,0,0,22,9,0,0,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://sefty-pages-israel-inc.esy.es/indexx.htm...,1
27,4,0,0,1,0,26,5,0,0,8,4.4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://ercoftac.mech.surrey.ac.uk/,0
11,1,0,0,1,0,10,2,0,0,6,4.5,0,0,0,0,0,0,0,0,0,0,113,91,829,-1,http://zhitea.com/,0
28,3,0,1,1,0,20,3,0,0,11,6,0,0,0,7,1,0,0,0,0,0,104,16,37,-1,http://canada-coba.890m.com/log.php,1
47,8,0,0,20,2,14,3,2,0,8,4,10,8.5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://mailveri.pe.hu/outlook/owa.nhh.no/index.html...,1
32,2,0,0,1,0,31,3,0,0,23,9.666666667,0,0,0,0,0,0,0,0,0,0,115,17,487,-1,http://www.seniorsguidetocomputers.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,174,6,207,75015,http://www.compagniedudisque.com/,0
50,6,0,2,1,0,37,3,0,0,27,11.66666667,0,0,0,12,4,0,0,0,0,0,35,1,347,-1,http://veritycation-promot-valider.fulba.com/index.htm...,1
19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,212,4,147,49024,http://www.impact-tqr.com/,0
15,3,0,0,1,0,14,4,0,0,4,2.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.biab.ac.uk/,0
66,6,0,0,16,2,25,3,2,0,17,7.666666667,8,6.5,0,9,1,0,16,1,10,0,35,1,346,-1,http://www.embroidery2design.com/fonts/bookmark/index.php?rand=13inbox...,1
22,2,0,1,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,184,5,1371,-1,http://www.e-bestresumes.com/,0
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,200,28,578,110037,http://www.cartoonnetworkindia.com/,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,205,35,1755,-1,http://www.upeace.org/,0
45,3,0,0,7,1,18,3,1,0,10,5.333333333,5,5,0,7,1,0,13,1,4,1,212,4,248,145,http://www.soccerbase.com/teams/team.sd?team_id=1563,0
66,5,1,0,23,2,8,2,2,0,5,3.5,10,10,0,9,1,0,26,1,23,3,18,6,-1,-1,http://camec.ru/wp-content/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_O...,1
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,154,18,0,142162687,http://www.seattlegourmetcoffee.com/,0
48,5,0,0,11,1,23,3,1,0,16,7,9,9,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://amadeireirasilva.com.br/homepravc/pbbw8k9a8w9...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,217,11,375,0,http://www.jobsdb.com/,0
43,5,0,0,17,2,14,2,2,0,10,6.5,7,7,0,12,4,0,0,0,0,0,17,7,172,-1,http://xpressbuzz.com/uploads/alibaba/index.php...,1
33,3,0,0,14,2,10,3,2,0,3,2.666666667,9,5.5,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://lv2.com.br/ml/filewords/index.php,1
66,5,0,0,18,2,23,3,2,0,12,7,11,7.5,0,25,3,0,0,0,0,0,6,6,127,91111,http://iw4510.freehostgate.net/MaPe8-DoXV4/2016/f78382f3060f02b5acc285...,1
66,6,1,0,17,3,16,2,3,0,12,7.5,10,4.333333333,0,16,1,0,17,1,0,0,124,8,486,-1,http://alliance2121.com/DB/3/btinternet/genericlogin.php?genericlogin....,1
66,7,0,0,16,2,10,2,2,0,6,4.5,8,6.5,0,9,1,0,26,1,0,0,76,8,489,12345,http://khsosi.com/nawaf/bookmark/index.php?.randu0013inboxlight.aspx?n...,1
16,2,0,1,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,168,12,99,-1,http://www.nine-9s.com/,0
29,2,1,0,7,1,13,2,1,0,10,6,5,5,0,9,1,0,0,0,0,0,-1,6,-1,-1,http://topschools.hk/Zone1/login.htm,1
56,7,1,0,30,3,14,4,3,1,3,2.75,12,8.666666667,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://73.183.216.134/verification/paypal/security/login.php...,1
